rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	CellLabels 	
11 	 431.701 	 421.955 	 434.885 	 187.601 	 2559 	 76.2279 	 44.0798 	 0.81585 	 0.961669 	 210.267 	 565.986 	 119.161 	 0.210538 	 202.637 	 370.661 	 195.876 	 34.8221 	 39.9732 	 0.0949725 	 420.892 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 21832 	 0.952655 	 614.073 	 491.749 	 878.911 	 814.529 	 0.346863 	 1214.04 	 802.655 	 673.095 	 0.765828 	  DCIS 
12 	 482.483 	 759.659 	 738.87 	 139.014 	 2484 	 61.9066 	 51.1476 	 0.563369 	 0.98143 	 186.752 	 1007.01 	 244.073 	 0.242375 	 589.627 	 811.684 	 107.072 	 38.4055 	 23.908 	 0.0719929 	 332.088 	 70 	 72 	 139.229 	 -14.532 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 70 	 70 	 70 	 0 	 61 	 61 	 130.852 	 19.4606 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 61 	 61 	 61 	 0 	 15381 	 0.963963 	 518.642 	 231.312 	 410.63 	 346.248 	 0.0534884 	 681.435 	 404.475 	 318.426 	 0.775457 	  DCIS 
13 	 495.132 	 269.422 	 400.091 	 185.526 	 1646 	 52.661 	 39.9041 	 0.65254 	 0.98093 	 153.539 	 938.436 	 234.013 	 0.249365 	 454.823 	 743.111 	 311.632 	 -23.2124 	 104.247 	 0.194255 	 536.648 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 12337 	 0.834314 	 545.286 	 593.26 	 1024.23 	 959.847 	 0.734475 	 1224.42 	 901.446 	 697.21 	 0.680717 	  DCIS 
14 	 534.176 	 180.807 	 412.807 	 163.768 	 4389 	 76.6801 	 73.0456 	 0.304219 	 0.972524 	 266.149 	 1006.99 	 279.486 	 0.277546 	 439.473 	 811.665 	 548.672 	 130.33 	 78.9129 	 0.101996 	 773.688 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 240 	 335 	 240.367 	 128.975 	 2 	 1850.04 	 0.421517 	 10.2583 	 10.2583 	 10.2583 	 0 	 200 	 40 	 120 	 113.137 	 15320 	 0.916158 	 542.416 	 733.244 	 1030.92 	 966.535 	 0.188559 	 750.056 	 1053.56 	 552.134 	 0.535575 	  DCIS 
15 	 615.705 	 723.038 	 111.041 	 139.014 	 7053 	 135.512 	 69.2762 	 0.859451 	 0.942914 	 377.505 	 835.182 	 137.569 	 0.164718 	 268.585 	 639.857 	 355.591 	 19.7466 	 55.8138 	 0.09613 	 580.608 	 82 	 341 	 200.793 	 47.0321 	 2 	 1597.74 	 0.226533 	 42.857 	 42.857 	 42.857 	 0 	 53 	 29 	 41 	 16.9706 	 222 	 529 	 145.293 	 33.9009 	 3 	 3313.3 	 0.469771 	 34.8612 	 17.8405 	 23.6744 	 8.66795 	 92 	 45 	 74 	 25.3574 	 14848 	 0.928058 	 589.002 	 723.652 	 1028.74 	 964.361 	 0.379576 	 878.721 	 1057.17 	 339.352 	 0.329871 	  Tumour 
16 	 619.336 	 406.811 	 107.299 	 185.526 	 8412 	 114.599 	 93.6036 	 0.576935 	 0.979164 	 362.375 	 851.196 	 118.369 	 0.139062 	 299.314 	 655.871 	 280.371 	 -55.6331 	 30.1282 	 0.059614 	 505.388 	 215 	 1018 	 194.14 	 40.379 	 3 	 2183.57 	 0.259578 	 47.494 	 17.9567 	 34.6674 	 13.5478 	 84 	 59 	 71.6667 	 12.5033 	 519 	 832 	 298.123 	 186.731 	 2 	 1133.88 	 0.134793 	 19.7256 	 19.7256 	 19.7256 	 0 	 444 	 75 	 259.5 	 260.922 	 18484 	 0.861805 	 644.056 	 690.67 	 1182.34 	 1117.96 	 0.428829 	 1009.43 	 1224.76 	 437.873 	 0.370343 	  Tumour 
17 	 611.157 	 513.61 	 209.06 	 201.259 	 6430 	 107.168 	 76.5576 	 0.699769 	 0.979884 	 319.22 	 721.613 	 64.0818 	 0.0888035 	 139.663 	 526.288 	 249.477 	 -44.7025 	 21.725 	 0.0457858 	 474.493 	 51 	 56 	 177.059 	 23.2983 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 51 	 51 	 51 	 0 	 519 	 782 	 175.582 	 64.19 	 3 	 3557.75 	 0.553304 	 16.688 	 13.1244 	 14.4107 	 1.76897 	 330 	 62 	 173 	 139.796 	 17148 	 0.92442 	 630.943 	 706.914 	 1063.77 	 999.385 	 0.442831 	 1071.16 	 1054.96 	 369.149 	 0.34702 	  Tumour 
18 	 653.664 	 981.78 	 1017.17 	 171.283 	 2205 	 62.4503 	 45.5328 	 0.684403 	 0.97351 	 179.924 	 912.009 	 186.057 	 0.204008 	 422.812 	 716.684 	 222.066 	 -0.0699569 	 83.3591 	 0.186451 	 447.083 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 8371 	 0.935621 	 403.161 	 623.298 	 689.974 	 625.591 	 0.066474 	 630.609 	 691.96 	 486.206 	 0.704673 	  DCIS 
19 	 685.335 	 635.976 	 111.041 	 135.118 	 6060 	 94.2102 	 82.4808 	 0.483223 	 0.944808 	 333.304 	 907.706 	 143.494 	 0.158084 	 219.665 	 712.382 	 283.354 	 -24.2678 	 37.2819 	 0.0733362 	 508.37 	 121 	 686 	 171.256 	 17.4956 	 3 	 745.003 	 0.122938 	 32.3847 	 24.2718 	 28.1291 	 3.64126 	 45 	 31 	 40.3333 	 8.0829 	 429 	 832 	 220.427 	 109.035 	 6 	 832.801 	 0.137426 	 27.544 	 10.5038 	 18.1431 	 5.52265 	 122 	 36 	 71.5 	 32.4885 	 11388 	 0.934592 	 443.161 	 568.194 	 889.443 	 825.06 	 0.69171 	 939.704 	 859.194 	 318.787 	 0.358412 	  Tumour 
20 	 696.46 	 205.124 	 524.141 	 137.768 	 5481 	 101.593 	 69.0183 	 0.733805 	 0.979275 	 290.108 	 1180.03 	 242.392 	 0.205411 	 471.471 	 984.709 	 434.629 	 -67.4354 	 36.087 	 0.0547066 	 659.646 	 117 	 334 	 207.496 	 53.7352 	 2 	 652.073 	 0.11897 	 30.3522 	 30.3522 	 30.3522 	 0 	 67 	 50 	 58.5 	 12.0208 	 483 	 979 	 203.05 	 91.6578 	 4 	 2104.09 	 0.383888 	 41.0244 	 13.9076 	 24.5016 	 9.98223 	 215 	 39 	 120.75 	 79.088 	 10904 	 0.902724 	 508.593 	 919.23 	 1422.83 	 1358.45 	 0.0918803 	 2216 	 1365.85 	 625.275 	 0.439457 	  Tumour 
21 	 731.303 	 828.525 	 156.4 	 143.388 	 6464 	 110.083 	 74.9733 	 0.732227 	 0.984465 	 313.605 	 883.342 	 166.295 	 0.188257 	 365.626 	 688.017 	 235.325 	 -31.9671 	 49.3043 	 0.107104 	 460.341 	 46 	 47 	 173.783 	 20.022 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 46 	 46 	 46 	 0 	 600 	 1815 	 145.023 	 33.6314 	 6 	 2343.57 	 0.362557 	 45.0403 	 13.4629 	 28.1673 	 9.90387 	 220 	 42 	 85.7143 	 64.8324 	 13976 	 0.8963 	 563.907 	 550.623 	 838.008 	 773.625 	 0.242308 	 1320.48 	 762.295 	 537.995 	 0.641993 	  Tumour 
22 	 744.148 	 709.664 	 128.658 	 134.38 	 5353 	 87.1814 	 78.663 	 0.431127 	 0.966245 	 289.706 	 799.285 	 98.2498 	 0.122922 	 198.387 	 603.961 	 261.982 	 -15.899 	 37.5277 	 0.0770593 	 486.998 	 49 	 49 	 176.959 	 23.1986 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 49 	 49 	 49 	 0 	 54 	 54 	 126.796 	 15.4044 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 54 	 54 	 54 	 0 	 10384 	 0.92549 	 445.304 	 799.594 	 1000.91 	 936.527 	 0.7475 	 1025.1 	 986.16 	 396.667 	 0.396306 	  Tumour 
23 	 786.956 	 960.563 	 1075.36 	 143.388 	 3954 	 86.175 	 58.6396 	 0.732776 	 0.970545 	 249.765 	 1030.51 	 256.835 	 0.24923 	 475.999 	 835.189 	 197.954 	 -19.1676 	 72.2349 	 0.17078 	 422.97 	 77 	 446 	 149.156 	 -4.60472 	 2 	 239.66 	 0.0606121 	 55.7407 	 55.7407 	 55.7407 	 0 	 44 	 33 	 38.5 	 7.77817 	 77 	 306 	 116.455 	 5.06265 	 2 	 335.783 	 0.0849223 	 37.6013 	 37.6013 	 37.6013 	 0 	 42 	 35 	 38.5 	 4.94975 	 7391 	 0.866878 	 460.593 	 488.689 	 634.612 	 570.229 	 0.0595238 	 634.04 	 634.071 	 417.233 	 0.657462 	  DCIS 
24 	 801.722 	 244.126 	 513.845 	 94.8683 	 5864 	 94.026 	 79.934 	 0.526578 	 0.973763 	 293.037 	 1290.69 	 223.422 	 0.173102 	 386.61 	 1095.37 	 402.672 	 -34.9716 	 48.9776 	 0.0780285 	 627.688 	 221 	 866 	 200.593 	 46.8322 	 4 	 1026.54 	 0.175059 	 44.4076 	 8.94427 	 26.6306 	 13.2958 	 67 	 45 	 55.25 	 11.8989 	 693 	 1588 	 329.857 	 218.465 	 3 	 2021.86 	 0.344792 	 35.1994 	 12.576 	 23.615 	 10.1263 	 584 	 54 	 231 	 305.707 	 10914 	 0.96721 	 418.593 	 695.138 	 1101.67 	 1037.29 	 0.460317 	 1388.71 	 1012.71 	 715.219 	 0.649214 	  Tumour 
25 	 804.31 	 571.934 	 818.492 	 135.118 	 2413 	 67.6739 	 45.7384 	 0.737026 	 0.966747 	 190.953 	 1410.98 	 237.498 	 0.168322 	 499.618 	 1215.66 	 229.423 	 -22.8862 	 21.5142 	 0.0473423 	 454.439 	 119 	 309 	 171.277 	 17.5167 	 2 	 375.949 	 0.155801 	 25.6682 	 25.6682 	 25.6682 	 0 	 61 	 58 	 59.5 	 2.12132 	 130 	 310 	 145.408 	 34.0158 	 2 	 139.878 	 0.0579685 	 27.4582 	 27.4582 	 27.4582 	 0 	 69 	 61 	 65 	 5.65685 	 19675 	 0.852137 	 622.884 	 546.557 	 828.379 	 763.996 	 0.554529 	 708.31 	 870.505 	 390.017 	 0.47082 	  DCIS 
26 	 817.647 	 140.53 	 691.608 	 104.235 	 1634 	 58.2866 	 36.1742 	 0.784106 	 0.961176 	 159.054 	 1840.86 	 397.029 	 0.215676 	 886.038 	 1645.53 	 616.059 	 -67.4284 	 150.674 	 0.179144 	 841.075 	 95 	 340 	 221.842 	 68.0815 	 2 	 77.912 	 0.0476818 	 37.4054 	 37.4054 	 37.4054 	 0 	 64 	 31 	 47.5 	 23.3345 	 138 	 273 	 156.196 	 44.8038 	 3 	 301.506 	 0.18452 	 16.9362 	 10.1461 	 13.4444 	 3.04034 	 63 	 30 	 46 	 16.5227 	 9753 	 0.8796 	 449.522 	 1348.42 	 1520.08 	 1455.7 	 0.282238 	 1050.03 	 1588.12 	 766.361 	 0.504158 	  DCIS 
27 	 841.358 	 617.154 	 874.54 	 134.38 	 2769 	 62.5771 	 56.5945 	 0.426691 	 0.968182 	 201.439 	 1463.12 	 309.437 	 0.211491 	 583.596 	 1267.79 	 177.634 	 -4.88512 	 25.592 	 0.063559 	 402.65 	 57 	 58 	 165.228 	 11.4675 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 57 	 57 	 57 	 0 	 115 	 184 	 141.157 	 29.7646 	 2 	 114.063 	 0.0411929 	 11.7628 	 11.7628 	 11.7628 	 0 	 83 	 32 	 57.5 	 36.0624 	 21016 	 0.891491 	 660.056 	 584.467 	 932.104 	 867.721 	 0.500867 	 844.945 	 959.724 	 442.251 	 0.474465 	  DCIS 
28 	 879.741 	 190.455 	 757.029 	 87.2983 	 2752 	 67.7234 	 52.0231 	 0.640245 	 0.967992 	 203.095 	 2236.6 	 538.691 	 0.240853 	 1017.78 	 2041.27 	 450.142 	 -52.048 	 98.0479 	 0.145222 	 675.158 	 57 	 57 	 209.386 	 55.6254 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 57 	 57 	 57 	 0 	 123 	 188 	 182.984 	 71.5918 	 2 	 316.219 	 0.114905 	 13.8428 	 13.8428 	 13.8428 	 0 	 65 	 58 	 61.5 	 4.94975 	 7220 	 0.916825 	 379.948 	 826.406 	 1190.3 	 1125.92 	 0.635258 	 864.947 	 1338.05 	 736.347 	 0.618623 	  DCIS 
29 	 895.024 	 276.163 	 526.925 	 87.2983 	 3450 	 80.7863 	 55.6039 	 0.725442 	 0.965305 	 236.794 	 1372.92 	 259.154 	 0.188761 	 451.845 	 1177.59 	 276.492 	 -45.2736 	 37.1698 	 0.074116 	 501.508 	 45 	 48 	 157.422 	 3.66166 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 58 	 59 	 125.586 	 14.1943 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 58 	 58 	 58 	 0 	 13897 	 0.873092 	 552.375 	 887.206 	 1255.75 	 1191.37 	 0.568507 	 1341.52 	 1214.63 	 504.396 	 0.401669 	  Tumour 
30 	 926.412 	 513.112 	 893.981 	 102.616 	 2976 	 66.3161 	 57.5268 	 0.4975 	 0.964981 	 215.924 	 1023.08 	 224.382 	 0.21932 	 316.747 	 827.757 	 282.731 	 -29.6116 	 29.2969 	 0.0576999 	 507.747 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 8211 	 0.916509 	 388.492 	 880.539 	 1147.55 	 1083.17 	 0.362319 	 1241.38 	 1123.25 	 340.621 	 0.296823 	  DCIS 
31 	 963.482 	 715.149 	 347.092 	 156.486 	 5207 	 84.5424 	 78.5432 	 0.369979 	 0.983009 	 274.25 	 934.036 	 168.772 	 0.180691 	 424.978 	 738.711 	 221.332 	 -0.533756 	 46.857 	 0.104979 	 446.348 	 98 	 264 	 173.602 	 19.8415 	 2 	 158.302 	 0.0304018 	 26.9866 	 26.9866 	 26.9866 	 0 	 53 	 45 	 49 	 5.65685 	 439 	 770 	 214.093 	 102.702 	 2 	 478.99 	 0.0919895 	 19.7624 	 11.7974 	 16.265 	 3.64044 	 341 	 45 	 146.333 	 168.634 	 11057 	 0.964077 	 429.362 	 679.427 	 1121.2 	 1056.82 	 0.293651 	 1271.22 	 1089.28 	 459.77 	 0.410069 	  Tumour 
32 	 1006.7 	 450.214 	 476.875 	 102.616 	 8004 	 106.359 	 96.9997 	 0.410179 	 0.974078 	 353.99 	 851.165 	 115.206 	 0.135351 	 254.333 	 655.84 	 286.012 	 -22.9137 	 38.8226 	 0.0759696 	 511.028 	 83 	 89 	 181.783 	 28.0226 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 83 	 83 	 83 	 0 	 520 	 1454 	 204.029 	 92.637 	 4 	 4667.07 	 0.583092 	 44.9237 	 13.8196 	 31.7403 	 10.9732 	 371 	 42 	 130 	 160.771 	 20765 	 0.928958 	 641.328 	 591.764 	 1004.26 	 939.881 	 0.295374 	 1348.36 	 945.002 	 382.189 	 0.380567 	  Tumour 
33 	 1009.4 	 578.269 	 418.896 	 105.423 	 7350 	 112.836 	 83.295 	 0.674584 	 0.981964 	 336.818 	 887.998 	 126.575 	 0.14254 	 293.011 	 692.673 	 238.734 	 -51.7617 	 32.9531 	 0.071058 	 463.75 	 104 	 473 	 181.471 	 27.7106 	 2 	 260.954 	 0.035504 	 50.3173 	 50.3173 	 50.3173 	 0 	 56 	 48 	 52 	 5.65685 	 645 	 1367 	 173.943 	 62.5507 	 5 	 1293.32 	 0.175962 	 33.6246 	 11.7353 	 21.8659 	 6.2385 	 248 	 40 	 129 	 90.2303 	 13466 	 0.931516 	 524.978 	 756.092 	 1284.75 	 1220.37 	 0.246347 	 1180.14 	 1294.63 	 389.635 	 0.303277 	  Tumour 
34 	 1007.78 	 256.37 	 892.691 	 114.756 	 3975 	 89.33 	 57.7897 	 0.762555 	 0.960609 	 260.492 	 1953.65 	 555.83 	 0.284509 	 1072.61 	 1758.32 	 267.022 	 23.5436 	 54.4448 	 0.110652 	 492.038 	 121 	 261 	 182.339 	 28.5783 	 2 	 477.685 	 0.120172 	 22.3917 	 22.3917 	 22.3917 	 0 	 67 	 54 	 60.5 	 9.19239 	 114 	 345 	 156.026 	 44.6344 	 2 	 937.55 	 0.235862 	 32.6037 	 32.6037 	 32.6037 	 0 	 58 	 56 	 57 	 1.41421 	 16799 	 0.966626 	 533.907 	 648.986 	 1023.37 	 958.987 	 0.210204 	 1479.82 	 968.315 	 647.171 	 0.632393 	  DCIS 
