rownames 	XLoc 	YLoc 	NNDistSame 	NNDistOpp 	dapi_Area 	dapi_MajorAxisLength 	dapi_MinorAxisLength 	dapi_Eccentricity 	dapi_Solidity 	dapi_Perimeter 	dapi_MeanIntensity 	dapi_PixelSD 	dapi_PixelCV 	dapi_NucAdjustedInt 	dapi_BackAdjustedInt 	nucl_BackgroundAdjust 	nucl_NuclearAdjustedInt 	nucl_PixelSD 	nucl_PixelCV 	nucl_MeanIntensity 	cent_Area 	cent_ConvexArea 	cent_MeanIntensity 	cent_BackAdjustedInt 	cent_CN 	cent_AreaSD 	cent_CoeffVar 	cent_MaxSpotDist 	cent_MinSpotDist 	cent_MeanSpotDist 	cent_SDSpotDist 	cent_SpotAreaMax 	cent_SpotAreaMin 	cent_SpotAreaMean 	cent_SpotAreaSD 	Her2_Area 	Her2_ConvexArea 	Her2_MeanIntensity 	Her2_BackAdjustedInt 	Her2_CN 	Her2_AreaSD 	Her2_CoeffVar 	Her2_MaxSpotDist 	Her2_MinSpotDist 	Her2_MeanSpotDist 	Her2_SDSpotDist 	Her2_SpotAreaMax 	Her2_SpotAreaMin 	Her2_SpotAreaMean 	Her2_SpotAreaSD 	memb_Area 	memb_Solidity 	memb_Perimeter 	memb_MeanIntensity 	memb_MembraneIntensity 	memb_temp 	memb_pcTouch 	memb_OverLapIntensity 	memb_nonLapIntensity 	memb_PixelSD 	memb_PixelCV 	CellLabels 	
11 	 169.017 	 1626.33 	 543.253 	 159.05 	 5306 	 127.877 	 56.5931 	 0.896739 	 0.90577 	 334.676 	 1587.64 	 652.003 	 0.410674 	 915.356 	 1384.7 	 148.882 	 59.788 	 42.6562 	 0.148044 	 288.132 	 161 	 944 	 124.23 	 20.2588 	 2 	 142.569 	 0.0268694 	 80.8881 	 80.8881 	 80.8881 	 0 	 94 	 67 	 80.5 	 19.0919 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 6684 	 0.923077 	 349.421 	 180.717 	 171.575 	 93.159 	 0 	 0 	 0 	 47.6394 	 0.27766 	  DCIS 
12 	 173.707 	 2017.83 	 181.177 	 551.073 	 3637 	 104.639 	 44.6232 	 0.904511 	 0.956602 	 262.208 	 1199.91 	 298.453 	 0.248731 	 794.526 	 996.961 	 22.5408 	 -8.95198 	 9.71343 	 0.0600372 	 161.79 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 48 	 50 	 120.833 	 -30.7436 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 48 	 48 	 48 	 0 	 4463 	 0.95404 	 285.723 	 75.7636 	 74.5178 	 -3.89789 	 0.26087 	 82 	 74.1256 	 8.29591 	 0.111328 	  DCIS 
13 	 225.119 	 1214.31 	 259.586 	 125.447 	 5301 	 98.1165 	 69.0979 	 0.709958 	 0.982394 	 279.907 	 1343.92 	 327.759 	 0.243882 	 926.649 	 1140.98 	 133.211 	 48.4899 	 47.4252 	 0.174063 	 272.46 	 77 	 77 	 125.857 	 21.8861 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 77 	 77 	 77 	 0 	 486 	 789 	 246.506 	 94.9292 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 0 	 383 	 103 	 243 	 197.99 	 6316 	 0.960901 	 315.505 	 1080.2 	 1540.94 	 1462.52 	 0.246154 	 2973.69 	 1340.46 	 1095.5 	 0.710929 	  Tumour 
14 	 200.306 	 1966.95 	 237.407 	 501.224 	 3328 	 119.639 	 36.0442 	 0.953537 	 0.950043 	 279.622 	 1004.06 	 222.148 	 0.22125 	 599.929 	 801.113 	 24.1331 	 0.762185 	 9.82324 	 0.0601242 	 163.383 	 64 	 64 	 89.0625 	 -14.9085 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 64 	 64 	 64 	 0 	 51 	 53 	 104.314 	 -47.2632 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 51 	 51 	 51 	 0 	 4374 	 0.95087 	 301.137 	 79.3512 	 79.0709 	 0.655222 	 0.246269 	 79.4394 	 78.6553 	 11.3467 	 0.1435 	  DCIS 
15 	 214.466 	 2443.22 	 324.423 	 605.717 	 2087 	 61.3965 	 43.9737 	 0.69787 	 0.944771 	 196.167 	 1214.7 	 495.815 	 0.408177 	 692.167 	 1011.76 	 230.213 	 14.1196 	 26.1481 	 0.0707735 	 369.462 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 2838 	 0.973919 	 203.196 	 85.5092 	 81.2944 	 2.87877 	 0.238889 	 81.5581 	 81.2492 	 7.53813 	 0.0927263 	  DCIS 
16 	 249.83 	 1431.56 	 750.704 	 91.9239 	 1862 	 82.4548 	 31.0294 	 0.92649 	 0.892617 	 217.037 	 2028.93 	 634.631 	 0.312791 	 1193.7 	 1825.99 	 177.546 	 16.4804 	 24.5489 	 0.0774911 	 316.796 	 159 	 333 	 126.597 	 22.6265 	 3 	 187.028 	 0.100444 	 18.6288 	 11.3137 	 14.9375 	 3.27181 	 69 	 45 	 53 	 13.8564 	 103 	 166 	 148.699 	 -2.87789 	 2 	 91.8166 	 0.0493108 	 14.4094 	 14.4094 	 14.4094 	 0 	 64 	 39 	 51.5 	 17.6777 	 6733 	 0.827862 	 475.872 	 1371.56 	 1407.17 	 1328.75 	 0.168342 	 2275.4 	 1320.14 	 996.193 	 0.707943 	  DCIS 
17 	 234.843 	 1728.45 	 464.625 	 270.224 	 960 	 59.2944 	 21.0695 	 0.934738 	 0.943953 	 141.64 	 1148.69 	 391.197 	 0.340558 	 717.907 	 945.75 	 87.5776 	 2.80149 	 11.4585 	 0.0505163 	 226.827 	 45 	 45 	 94.9556 	 -9.01546 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 45 	 45 	 45 	 0 	 65 	 67 	 105.4 	 -46.1769 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 65 	 65 	 65 	 0 	 1531 	 0.969601 	 161.74 	 109.94 	 114.562 	 36.146 	 0 	 0 	 0 	 22.9383 	 0.200227 	  Other 
18 	 310.444 	 3095.06 	 970.036 	 1002.31 	 4579 	 100.526 	 59.785 	 0.80393 	 0.962379 	 281.581 	 1416.89 	 290.758 	 0.205209 	 701.031 	 1213.95 	 53.2522 	 0.487202 	 11.1089 	 0.057708 	 192.502 	 77 	 81 	 108.87 	 4.89912 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 77 	 77 	 77 	 0 	 127 	 219 	 140.472 	 -11.1045 	 2 	 208.617 	 0.0455594 	 15.4988 	 15.4988 	 15.4988 	 0 	 80 	 47 	 63.5 	 23.3345 	 5444 	 0.971622 	 297.681 	 72.7634 	 74.6618 	 -3.75391 	 0 	 0 	 0 	 19.378 	 0.259544 	  DCIS 
19 	 293.435 	 1609.48 	 596.789 	 191.175 	 3015 	 108.129 	 36.0311 	 0.942848 	 0.947517 	 272.735 	 1435.05 	 575.654 	 0.401139 	 812.537 	 1232.1 	 81.4696 	 12.3205 	 14.21 	 0.0643803 	 220.719 	 90 	 283 	 102.956 	 -1.01546 	 2 	 253.5 	 0.0840798 	 30.4138 	 30.4138 	 30.4138 	 0 	 45 	 45 	 45 	 0 	 109 	 402 	 134.266 	 -17.3109 	 2 	 609.836 	 0.202267 	 41.9571 	 41.9571 	 41.9571 	 0 	 62 	 47 	 54.5 	 10.6066 	 4191 	 0.962784 	 291.563 	 124.792 	 123.106 	 44.69 	 0 	 0 	 0 	 11.4545 	 0.0930459 	  Fib 
20 	 328.874 	 495.615 	 1683.79 	 725.493 	 3869 	 96.7206 	 51.6023 	 0.845788 	 0.963157 	 262.735 	 1895.53 	 1171.99 	 0.618292 	 1488.61 	 1692.59 	 112.902 	 43.1157 	 33.9359 	 0.134585 	 252.152 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 212 	 706 	 109.887 	 -41.6901 	 2 	 938.467 	 0.242561 	 49.3135 	 49.3135 	 49.3135 	 0 	 144 	 68 	 106 	 53.7401 	 5803 	 0.956959 	 329.054 	 68.9383 	 58.0903 	 -20.3254 	 0 	 0 	 0 	 12.7258 	 0.21907 	  DCIS 
21 	 348.774 	 1232.77 	 969.394 	 125.447 	 2748 	 108.772 	 33.0637 	 0.952681 	 0.93533 	 266.392 	 1284.33 	 495.556 	 0.385849 	 790.349 	 1081.38 	 155.392 	 -21.5434 	 103.973 	 0.35288 	 294.642 	 135 	 305 	 131.459 	 27.4882 	 2 	 216.115 	 0.0786446 	 27.2399 	 27.2399 	 27.2399 	 0 	 70 	 65 	 67.5 	 3.53553 	 52 	 52 	 133.077 	 -18.5 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 52 	 52 	 52 	 0 	 3924 	 0.969607 	 284.049 	 198.528 	 175.919 	 97.5038 	 0 	 0 	 0 	 56.2338 	 0.319656 	  Fib 
22 	 362.5 	 2710.07 	 630.175 	 649.222 	 5011 	 111.904 	 57.8703 	 0.855899 	 0.961804 	 300.635 	 1429.62 	 668.817 	 0.467828 	 882.721 	 1226.68 	 365.288 	 35.4199 	 145.407 	 0.288198 	 504.537 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 6197 	 0.977908 	 311.966 	 140.983 	 123.363 	 44.9476 	 0 	 0 	 0 	 56.5126 	 0.458099 	  DCIS 
23 	 377.993 	 1534.88 	 699.921 	 223.591 	 2634 	 85.7687 	 39.8067 	 0.885774 	 0.941723 	 224.593 	 1275.93 	 458.86 	 0.359628 	 776.894 	 1072.99 	 69.1723 	 22.5354 	 20.595 	 0.0988141 	 208.422 	 56 	 57 	 103.089 	 -0.881729 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 56 	 56 	 56 	 0 	 75 	 78 	 144.36 	 -7.21692 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 75 	 75 	 75 	 0 	 3404 	 0.960497 	 236.693 	 115.36 	 110.357 	 31.9411 	 0.231156 	 107.196 	 111.194 	 7.5851 	 0.0687325 	  DCIS 
24 	 385.839 	 1885.3 	 425.979 	 355.023 	 3000 	 89.1615 	 43.2979 	 0.874175 	 0.963391 	 238.593 	 1016.11 	 251.97 	 0.247975 	 586.511 	 813.17 	 143.291 	 23.1859 	 20.7374 	 0.073396 	 282.541 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3958 	 0.972482 	 250.51 	 105.531 	 105.237 	 26.8209 	 0 	 0 	 0 	 9.99472 	 0.0949738 	  DCIS 
25 	 416.065 	 614.631 	 1583.76 	 628.715 	 4033 	 101.151 	 51.1151 	 0.862922 	 0.969238 	 263.622 	 2056.68 	 1138.48 	 0.553554 	 1509.51 	 1853.74 	 105.01 	 39.3064 	 59.3217 	 0.242863 	 244.259 	 76 	 78 	 114.395 	 10.4237 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 76 	 76 	 76 	 0 	 101 	 106 	 124.376 	 -27.2007 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 101 	 101 	 101 	 0 	 6044 	 0.947632 	 326.309 	 75.0766 	 65.7313 	 -12.6844 	 0 	 0 	 0 	 18.5321 	 0.281938 	  DCIS 
26 	 420.623 	 1418.3 	 823.799 	 260.647 	 3986 	 104.962 	 48.6748 	 0.885973 	 0.96983 	 264.735 	 1594.91 	 431.89 	 0.270793 	 954.574 	 1391.96 	 69.6625 	 21.5015 	 28.9059 	 0.138364 	 208.912 	 168 	 307 	 116.804 	 12.8326 	 2 	 392.209 	 0.0983966 	 16.2361 	 16.2361 	 16.2361 	 0 	 88 	 80 	 84 	 5.65685 	 104 	 189 	 138.76 	 -12.8173 	 2 	 224.329 	 0.0562793 	 15.9685 	 15.9685 	 15.9685 	 0 	 59 	 45 	 52 	 9.89949 	 5145 	 0.983936 	 285.907 	 125.766 	 116.558 	 38.1422 	 0 	 0 	 117.157 	 23.6364 	 0.202787 	  DCIS 
27 	 446.089 	 2395.89 	 454.327 	 376.969 	 4078 	 113.135 	 50.6791 	 0.894057 	 0.898436 	 350.35 	 2265.24 	 786.84 	 0.347354 	 1087.13 	 2062.3 	 132.961 	 39.0851 	 33.4844 	 0.123009 	 272.211 	 65 	 66 	 135.354 	 31.3828 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 65 	 65 	 65 	 0 	 156 	 641 	 152.724 	 1.14744 	 3 	 1227.21 	 0.300935 	 34.3304 	 21.1909 	 26.608 	 6.14145 	 65 	 29 	 52 	 19.975 	 5139 	 0.919814 	 319.279 	 100.808 	 93.8369 	 15.4212 	 0.198582 	 110.786 	 91.9764 	 15.257 	 0.162591 	  DCIS 
28 	 413.515 	 1767.89 	 527.376 	 337.12 	 2388 	 94.329 	 34.2331 	 0.931824 	 0.918815 	 243.865 	 1381.27 	 688.589 	 0.498518 	 990.351 	 1178.33 	 68.7526 	 15.8232 	 15.599 	 0.0749945 	 208.002 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3353 	 0.946373 	 257.338 	 100.661 	 97.0348 	 18.6191 	 0 	 0 	 0 	 5.45314 	 0.0561978 	  Other 
29 	 453.066 	 1532.51 	 738.824 	 295.466 	 2962 	 118.09 	 33.6781 	 0.958471 	 0.87711 	 285.605 	 1318.32 	 510.721 	 0.387402 	 723.805 	 1115.38 	 70.6837 	 13.4254 	 15.7379 	 0.0749662 	 209.933 	 76 	 76 	 119.908 	 15.9369 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 76 	 76 	 76 	 0 	 108 	 286 	 132.463 	 -19.114 	 2 	 348.292 	 0.117587 	 26.4444 	 26.4444 	 26.4444 	 0 	 64 	 44 	 54 	 14.1421 	 4827 	 0.888132 	 316.534 	 99.8527 	 97.9248 	 19.5091 	 0.304511 	 99.2963 	 97.3703 	 8.42066 	 0.0859911 	  DCIS 
30 	 428.25 	 1494.73 	 758.769 	 264.486 	 903 	 56.5914 	 21.9197 	 0.92194 	 0.920489 	 140.024 	 2247 	 573.08 	 0.255042 	 1118.28 	 2044.06 	 61.2433 	 4.30698 	 10.7901 	 0.0538177 	 200.493 	 68 	 73 	 112.279 	 8.3084 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 68 	 68 	 68 	 0 	 23 	 24 	 134 	 -17.5769 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 23 	 23 	 23 	 0 	 2772 	 0.964845 	 210.794 	 101.949 	 98.3068 	 19.8911 	 0.511364 	 102.478 	 96.8282 	 8.55885 	 0.0870626 	  DCIS 
31 	 442.974 	 2891.64 	 828.379 	 761.284 	 2688 	 73.6846 	 46.8925 	 0.771364 	 0.965171 	 207.338 	 1474.86 	 451.014 	 0.305801 	 1085.45 	 1271.92 	 44.9321 	 19.8405 	 21.5354 	 0.116925 	 184.182 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 83 	 90 	 103.434 	 -48.1432 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 83 	 83 	 83 	 0 	 3556 	 0.975315 	 228.853 	 68.3425 	 64.1961 	 -14.2196 	 0 	 0 	 0 	 12.032 	 0.187426 	  DCIS 
32 	 507.25 	 1642.27 	 683.345 	 278.857 	 2351 	 83.5342 	 38.0697 	 0.890114 	 0.925955 	 219.865 	 1420.98 	 628.503 	 0.442303 	 873.545 	 1218.03 	 78.5017 	 11.8062 	 19.0935 	 0.087685 	 217.751 	 160 	 372 	 119.675 	 15.704 	 2 	 274.341 	 0.116691 	 27.1726 	 27.1726 	 27.1726 	 0 	 92 	 68 	 80 	 16.9706 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 3270 	 0.947551 	 240.551 	 108.736 	 104.415 	 25.9998 	 0.0386473 	 109.875 	 104.319 	 7.34393 	 0.0703338 	  DCIS 
33 	 537.073 	 2411.8 	 541.295 	 312.418 	 4437 	 111.144 	 52.9578 	 0.879187 	 0.897633 	 308.108 	 1680.15 	 606.605 	 0.361043 	 945.038 	 1477.2 	 96.2912 	 20.2029 	 17.4888 	 0.0742497 	 235.541 	 0 	 0 	 NaN 	 NaN 	 0 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 0 	 0 	 NaN 	 NaN 	 59 	 62 	 110.39 	 -41.1871 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 59 	 59 	 59 	 0 	 5593 	 0.922176 	 319.279 	 103.558 	 104.312 	 25.8964 	 0.198582 	 110.911 	 102.778 	 19.3194 	 0.185208 	  DCIS 
34 	 533.049 	 2940.49 	 914.44 	 769.351 	 4164 	 99.8083 	 54.1136 	 0.840265 	 0.956582 	 275.765 	 1029.41 	 202.237 	 0.19646 	 607.377 	 826.466 	 60.6653 	 25.1361 	 11.0031 	 0.0550387 	 199.915 	 89 	 182 	 102.652 	 -1.31933 	 2 	 137.828 	 0.0330999 	 15.9527 	 15.9527 	 15.9527 	 0 	 59 	 30 	 44.5 	 20.5061 	 70 	 71 	 126.914 	 -24.6626 	 1 	 0 	 0 	 NaN 	 NaN 	 NaN 	 NaN 	 70 	 70 	 70 	 0 	 5280 	 0.963328 	 291.48 	 79.3312 	 75.1308 	 -3.2849 	 0 	 0 	 0 	 19.6963 	 0.26216 	  DCIS 
